"~id","~labels","genero_nombre","nombre","isla_id","descripcion","createdAt","anchor_juego_id","precio","plataformas","estudio_id","juego_id","rating","titulo","isla_anchor","fecha_str","fecha","tiempo_medio_min_por_sesion","act_id","servidor_id","moneda_cantidad","sesion_ix","version_id","nivel_cuenta"
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1608","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",15,"Isla2#U032#2025-09-03","S2",1908,"211","V103",34
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1609","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",42,"Isla2#U033#2025-09-03","S2",1111,"212","V103",24
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1610","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",32,"Isla2#U034#2025-09-03","S2",1834,"213","V103",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1611","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",27,"Isla2#U035#2025-09-03","S1",1794,"214","V103",38
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1612","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",23.5,"Isla2#U036#2025-09-03","S3",1428,"215","V103",35
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1613","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",16.5,"Isla2#U037#2025-09-03","S1",1782,"216","V103",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1614","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",22,"Isla2#U038#2025-09-03","S1",1565,"217","V103",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1615","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",20,"Isla2#U039#2025-09-03","S3",1360,"218","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1616","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",28,"Isla2#U040#2025-09-03","S1",1571,"219","V103",37
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1617","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",24,"Isla2#U041#2025-09-03","S1",803,"220","V103",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1618","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",22,"Isla2#U042#2025-09-03","S1",1327,"221","V103",25
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1619","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",38,"Isla2#U043#2025-09-03","S2",2013,"222","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1620","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",39,"Isla2#U044#2025-09-03","S3",2071,"223","V103",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1621","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",9,"Isla2#U045#2025-09-03","S1",1131,"224","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1622","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",23,"Isla2#U046#2025-09-03","S1",1858,"225","V103",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1623","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",21.5,"Isla2#U047#2025-09-03","S3",2348,"226","V103",27
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1624","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",27,"Isla2#U048#2025-09-03","S2",1131,"227","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1625","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",41,"Isla2#U049#2025-09-03","S1",1251,"228","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1626","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",24,"Isla2#U050#2025-09-03","S2",2369,"229","V103",13
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1627","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",16.33,"Isla2#U051#2025-09-03","S3",1550,"230","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1628","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",31,"Isla2#U052#2025-09-03","S3",869,"231","V103",13
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1629","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",12,"Isla2#U053#2025-09-03","S1",2354,"232","V103",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1630","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",44,"Isla2#U054#2025-09-03","S3",860,"233","V103",29
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1631","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",39,"Isla2#U055#2025-09-03","S1",1146,"234","V103",29
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1632","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",43,"Isla2#U056#2025-09-03","S2",1450,"235","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1633","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",19,"Isla2#U057#2025-09-03","S2",1192,"236","V103",13
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1634","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",10,"Isla2#U058#2025-09-03","S3",1661,"237","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1635","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",20,"Isla2#U059#2025-09-03","S2",1577,"238","V103",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1636","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-03","2025-09-03",39,"Isla2#U060#2025-09-03","S1",1542,"239","V103",28
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1637","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",40,"Isla2#U001#2025-09-04","S2",1215,"240","V103",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1638","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",11,"Isla2#U002#2025-09-04","S3",1248,"241","V103",34
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1639","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",32,"Isla2#U003#2025-09-04","S3",952,"242","V103",28
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1640","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",15.4,"Isla2#U004#2025-09-04","S3",2046,"243","V103",27
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1641","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",21.33,"Isla2#U005#2025-09-04","S3",1978,"244","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1642","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",20,"Isla2#U006#2025-09-04","S3",2026,"245","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1643","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",38,"Isla2#U007#2025-09-04","S2",1518,"246","V103",17
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1644","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",45,"Isla2#U008#2025-09-04","S2",1738,"247","V103",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1645","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",39,"Isla2#U009#2025-09-04","S2",1966,"248","V103",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1646","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",15,"Isla2#U010#2025-09-04","S1",1346,"249","V103",31
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1647","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",25,"Isla2#U011#2025-09-04","S1",1491,"250","V103",32
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1648","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",20,"Isla2#U012#2025-09-04","S3",1628,"251","V103",11
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1649","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",5,"Isla2#U013#2025-09-04","S2",2024,"252","V103",36
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1650","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",19,"Isla2#U014#2025-09-04","S3",1555,"253","V103",37
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1651","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",24,"Isla2#U015#2025-09-04","S3",1586,"254","V103",30
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1652","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",20,"Isla2#U016#2025-09-04","S3",892,"255","V103",30
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1653","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",7,"Isla2#U017#2025-09-04","S1",2500,"256","V103",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1654","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",36.5,"Isla2#U018#2025-09-04","S2",1661,"257","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1655","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",23,"Isla2#U019#2025-09-04","S3",1667,"258","V103",35
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1656","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",40,"Isla2#U020#2025-09-04","S1",2150,"259","V103",30
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1657","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",6.5,"Isla2#U021#2025-09-04","S3",1890,"260","V103",13
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1658","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",35,"Isla2#U022#2025-09-04","S3",1413,"261","V103",33
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1659","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",16,"Isla2#U023#2025-09-04","S2",719,"262","V103",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1660","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",43,"Isla2#U024#2025-09-04","S1",1101,"263","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1661","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",45,"Isla2#U025#2025-09-04","S3",1244,"264","V103",25
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1662","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",39,"Isla2#U026#2025-09-04","S2",842,"265","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1663","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",26,"Isla2#U027#2025-09-04","S1",1278,"266","V103",33
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1664","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",36,"Isla2#U028#2025-09-04","S2",1857,"267","V103",24
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1665","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",23,"Isla2#U029#2025-09-04","S3",1624,"268","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1666","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",42,"Isla2#U030#2025-09-04","S1",779,"269","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1667","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",23,"Isla2#U031#2025-09-04","S1",1492,"270","V103",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1668","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",36,"Isla2#U032#2025-09-04","S2",1799,"271","V103",34
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1669","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",43,"Isla2#U033#2025-09-04","S2",1329,"272","V103",24
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1670","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",18,"Isla2#U034#2025-09-04","S2",1958,"273","V103",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1671","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",43,"Isla2#U035#2025-09-04","S1",1735,"274","V103",38
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1672","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",17,"Isla2#U036#2025-09-04","S3",1361,"275","V103",35
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1673","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",38,"Isla2#U037#2025-09-04","S1",1930,"276","V103",17
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1674","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",31,"Isla2#U038#2025-09-04","S1",1548,"277","V103",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1675","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",16,"Isla2#U039#2025-09-04","S3",1577,"278","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1676","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",21,"Isla2#U040#2025-09-04","S1",1453,"279","V103",37
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1677","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",30,"Isla2#U041#2025-09-04","S1",724,"280","V103",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1678","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",27,"Isla2#U042#2025-09-04","S1",1539,"281","V103",25
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1679","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",21,"Isla2#U043#2025-09-04","S2",2132,"282","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1680","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",18,"Isla2#U044#2025-09-04","S3",2295,"283","V103",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1681","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",5,"Isla2#U045#2025-09-04","S1",1038,"284","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1682","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",11,"Isla2#U046#2025-09-04","S1",1826,"285","V103",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1683","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",22,"Isla2#U047#2025-09-04","S3",2567,"286","V103",28
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1684","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",38,"Isla2#U048#2025-09-04","S2",1168,"287","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1685","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",23,"Isla2#U049#2025-09-04","S1",1412,"288","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1686","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",39,"Isla2#U050#2025-09-04","S2",2264,"289","V103",13
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1687","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",22,"Isla2#U051#2025-09-04","S3",1473,"290","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1688","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",34,"Isla2#U052#2025-09-04","S3",1009,"291","V103",14
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1689","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",26,"Isla2#U053#2025-09-04","S1",2299,"292","V103",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1690","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",40,"Isla2#U054#2025-09-04","S3",879,"293","V103",29
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1691","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",28.33,"Isla2#U055#2025-09-04","S1",1136,"294","V103",30
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1692","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",36,"Isla2#U056#2025-09-04","S2",1468,"295","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1693","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",7,"Isla2#U057#2025-09-04","S2",1245,"296","V103",14
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1694","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",27.5,"Isla2#U058#2025-09-04","S3",1609,"297","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1695","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",26.75,"Isla2#U059#2025-09-04","S2",1738,"298","V103",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1696","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-04","2025-09-04",25,"Isla2#U060#2025-09-04","S1",1721,"299","V103",28
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1697","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",20,"Isla2#U001#2025-09-05","S2",1357,"300","V103",20
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1698","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",40,"Isla2#U002#2025-09-05","S3",1490,"301","V103",34
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1699","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",30.5,"Isla2#U003#2025-09-05","S3",947,"302","V103",28
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1700","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",29.5,"Isla2#U004#2025-09-05","S3",2104,"303","V103",27
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1701","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",43,"Isla2#U005#2025-09-05","S3",2108,"304","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1702","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",39,"Isla2#U006#2025-09-05","S3",2100,"305","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1703","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",23,"Isla2#U007#2025-09-05","S2",1650,"306","V103",17
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1704","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",28.67,"Isla2#U008#2025-09-05","S2",1708,"307","V103",27
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1705","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",18,"Isla2#U009#2025-09-05","S2",1881,"308","V103",16
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1706","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",32,"Isla2#U010#2025-09-05","S1",1449,"309","V103",31
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1707","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",24.33,"Isla2#U011#2025-09-05","S1",1596,"310","V103",33
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1708","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",16,"Isla2#U012#2025-09-05","S3",1617,"311","V103",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1709","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",40,"Isla2#U013#2025-09-05","S2",2256,"312","V103",37
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1710","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",7,"Isla2#U014#2025-09-05","S3",1495,"313","V103",37
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1711","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",29,"Isla2#U015#2025-09-05","S3",1586,"314","V103",30
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1712","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",32,"Isla2#U016#2025-09-05","S3",936,"315","V103",30
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1713","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",22,"Isla2#U017#2025-09-05","S1",2645,"316","V103",26
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1714","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",39,"Isla2#U018#2025-09-05","S2",1574,"317","V103",21
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1715","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",10,"Isla2#U019#2025-09-05","S3",1829,"318","V103",36
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1716","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",35.5,"Isla2#U020#2025-09-05","S1",2377,"319","V103",30
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1717","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",9,"Isla2#U021#2025-09-05","S3",1797,"320","V103",13
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1718","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",17.5,"Isla2#U022#2025-09-05","S3",1302,"321","V103",33
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1719","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",25.5,"Isla2#U023#2025-09-05","S2",641,"322","V103",12
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1720","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",29.5,"Isla2#U024#2025-09-05","S1",1257,"323","V103",22
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1721","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",20,"Isla2#U025#2025-09-05","S3",1191,"324","V103",25
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1722","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",17,"Isla2#U026#2025-09-05","S2",939,"325","V103",23
"4:72aa5949-bf2d-4440-bfb5-6adf0d81fa14:1723","Actividad",,,,,"2025-09-20T18:27:31.394000000Z",,,,,,,,,"2025-09-05","2025-09-05",11,"Isla2#U027#2025-09-05","S1",1338,"326","V103",33
